[Aircraft TimeStamp Latitude Longitude Speed]
[A, 01-Dec-2019 16:18:58, 373.588863, 272.275703, 500]
[B, 01-Dec-2019 16:18:58, 430.354568, 201.665770, 510]
[A, 01-Dec-2019 16:19:03, 382.199144, 281.109149, 500]
[B, 01-Dec-2019 16:19:03, 440.383711, 208.762937, 510]
[A, 01-Dec-2019 16:19:08, 390.809424, 289.942595, 500]
[B, 01-Dec-2019 16:19:08, 450.412854, 215.860103, 510]
[A, 01-Dec-2019 16:19:13, 399.419704, 298.776040, 500]
[B, 01-Dec-2019 16:19:13, 460.441997, 222.957270, 510]
[A, 01-Dec-2019 16:19:18, 408.029984, 307.609486, 500]
[B, 01-Dec-2019 16:19:18, 470.471139, 230.054437, 510]
[A, 01-Dec-2019 16:19:23, 416.640264, 316.442931, 500]
[B, 01-Dec-2019 16:19:23, 480.500282, 237.151604, 510]
[A, 01-Dec-2019 16:19:28, 425.250544, 325.276377, 500]
[B, 01-Dec-2019 16:19:28, 490.529425, 244.248771, 510]
[A, 01-Dec-2019 16:19:33, 433.860824, 334.109822, 500]
[B, 01-Dec-2019 16:19:33, 500.558568, 251.345937, 510]
[A, 01-Dec-2019 16:19:38, 442.471104, 342.943268, 500]
[B, 01-Dec-2019 16:19:38, 510.587711, 258.443104, 510]
[A, 01-Dec-2019 16:19:43, 451.081384, 351.776713, 500]
[B, 01-Dec-2019 16:19:43, 520.616854, 265.540271, 510]
[A, 01-Dec-2019 16:19:48, 459.691664, 360.610159, 500]
[B, 01-Dec-2019 16:19:48, 530.645997, 272.637438, 510]
[A, 01-Dec-2019 16:19:53, 468.301944, 369.443605, 500]
[B, 01-Dec-2019 16:19:53, 540.675140, 279.734604, 510]
[A, 01-Dec-2019 16:19:58, 476.912224, 378.277050, 500]
[B, 01-Dec-2019 16:19:58, 550.704283, 286.831771, 510]
[A, 01-Dec-2019 16:20:03, 485.522504, 387.110496, 500]
[B, 01-Dec-2019 16:20:03, 560.733426, 293.928938, 510]
[A, 01-Dec-2019 16:20:08, 494.132784, 395.943941, 500]
[B, 01-Dec-2019 16:20:08, 570.762569, 301.026105, 510]
[A, 01-Dec-2019 16:20:13, 502.743064, 404.777387, 500]
[B, 01-Dec-2019 16:20:13, 580.791712, 308.123272, 510]
[A, 01-Dec-2019 16:20:18, 511.353344, 413.610832, 500]
[B, 01-Dec-2019 16:20:18, 590.820854, 315.220438, 510]
[A, 01-Dec-2019 16:20:23, 519.963624, 422.444278, 500]
[B, 01-Dec-2019 16:20:23, 600.849997, 322.317605, 510]
[A, 01-Dec-2019 16:20:28, 528.573905, 431.277723, 500]
[B, 01-Dec-2019 16:20:28, 610.879140, 329.414772, 510]
[A, 01-Dec-2019 16:20:33, 537.184185, 440.111169, 500]
[B, 01-Dec-2019 16:20:33, 620.908283, 336.511939, 510]
[A, 01-Dec-2019 16:20:38, 545.794465, 448.944615, 500]
[B, 01-Dec-2019 16:20:38, 630.937426, 343.609106, 510]
[A, 01-Dec-2019 16:20:43, 554.404745, 457.778060, 500]
[B, 01-Dec-2019 16:20:43, 640.966569, 350.706272, 510]
[A, 01-Dec-2019 16:20:48, 563.015025, 466.611506, 500]
[B, 01-Dec-2019 16:20:48, 650.995712, 357.803439, 510]
[A, 01-Dec-2019 16:20:53, 571.625305, 475.444951, 500]
[B, 01-Dec-2019 16:20:53, 661.024855, 364.900606, 510]
[A, 01-Dec-2019 16:20:58, 580.235585, 484.278397, 500]
[B, 01-Dec-2019 16:20:58, 671.053998, 371.997773, 510]
[A, 01-Dec-2019 16:21:03, 588.845865, 493.111842, 500]
[B, 01-Dec-2019 16:21:03, 681.083141, 379.094940, 510]
[A, 01-Dec-2019 16:21:08, 597.456145, 501.945288, 500]
[B, 01-Dec-2019 16:21:08, 691.112284, 386.192106, 510]
[A, 01-Dec-2019 16:21:13, 606.066425, 510.778733, 500]
[B, 01-Dec-2019 16:21:13, 701.141427, 393.289273, 510]
[A, 01-Dec-2019 16:21:18, 614.676705, 519.612179, 500]
[B, 01-Dec-2019 16:21:18, 711.170570, 400.386440, 510]
[A, 01-Dec-2019 16:21:23, 623.286985, 528.445625, 500]
[B, 01-Dec-2019 16:21:23, 721.199712, 407.483607, 510]
[A, 01-Dec-2019 16:21:28, 631.897265, 537.279070, 500]
[B, 01-Dec-2019 16:21:28, 731.228855, 414.580774, 510]
[A, 01-Dec-2019 16:21:33, 640.507545, 546.112516, 500]
[B, 01-Dec-2019 16:21:33, 741.257998, 421.677940, 510]
[A, 01-Dec-2019 16:21:38, 649.117825, 554.945961, 500]
[B, 01-Dec-2019 16:21:38, 751.287141, 428.775107, 510]
[A, 01-Dec-2019 16:21:43, 657.728105, 563.779407, 500]
[B, 01-Dec-2019 16:21:43, 761.316284, 435.872274, 510]
[A, 01-Dec-2019 16:21:48, 666.338386, 572.612852, 500]
[B, 01-Dec-2019 16:21:48, 771.345427, 442.969441, 510]
[A, 01-Dec-2019 16:21:53, 674.948666, 581.446298, 500]
[B, 01-Dec-2019 16:21:53, 781.374570, 450.066608, 510]
[A, 01-Dec-2019 16:21:58, 683.558946, 590.279744, 500]
[B, 01-Dec-2019 16:21:58, 791.403713, 457.163774, 510]
[A, 01-Dec-2019 16:22:03, 692.169226, 599.113189, 500]
[B, 01-Dec-2019 16:22:03, 801.432856, 464.260941, 510]
[A, 01-Dec-2019 16:22:08, 700.779506, 607.946635, 500]
[B, 01-Dec-2019 16:22:08, 811.461999, 471.358108, 510]
[A, 01-Dec-2019 16:22:13, 709.389786, 616.780080, 500]
[B, 01-Dec-2019 16:22:13, 821.491142, 478.455275, 510]
[A, 01-Dec-2019 16:22:18, 718.000066, 625.613526, 500]
[B, 01-Dec-2019 16:22:18, 831.520285, 485.552441, 510]
[A, 01-Dec-2019 16:22:23, 726.610346, 634.446971, 500]
[B, 01-Dec-2019 16:22:23, 841.549427, 492.649608, 510]
[A, 01-Dec-2019 16:22:28, 735.220626, 643.280417, 500]
[B, 01-Dec-2019 16:22:28, 851.578570, 499.746775, 510]
[A, 01-Dec-2019 16:22:33, 743.830906, 652.113862, 500]
[B, 01-Dec-2019 16:22:33, 861.607713, 506.843942, 510]
[A, 01-Dec-2019 16:22:38, 752.441186, 660.947308, 500]
[B, 01-Dec-2019 16:22:38, 871.636856, 513.941109, 510]
[A, 01-Dec-2019 16:22:43, 761.051466, 669.780754, 500]
[B, 01-Dec-2019 16:22:43, 881.665999, 521.038275, 510]
[A, 01-Dec-2019 16:22:48, 769.661746, 678.614199, 500]
[B, 01-Dec-2019 16:22:48, 891.695142, 528.135442, 510]
[A, 01-Dec-2019 16:22:53, 778.272026, 687.447645, 500]
[B, 01-Dec-2019 16:22:53, 901.724285, 535.232609, 510]
[A, 01-Dec-2019 16:22:58, 786.882306, 696.281090, 500]
[B, 01-Dec-2019 16:22:58, 911.753428, 542.329776, 510]
[A, 01-Dec-2019 16:23:03, 795.492586, 705.114536, 500]
[B, 01-Dec-2019 16:23:03, 921.782571, 549.426943, 510]
[A, 01-Dec-2019 16:23:08, 804.102866, 713.947981, 500]
[B, 01-Dec-2019 16:23:08, 931.811714, 556.524109, 510]
[A, 01-Dec-2019 16:23:13, 812.713147, 722.781427, 500]
[B, 01-Dec-2019 16:23:13, 941.840857, 563.621276, 510]
[A, 01-Dec-2019 16:23:18, 821.323427, 731.614872, 500]
[B, 01-Dec-2019 16:23:18, 951.870000, 570.718443, 510]
[A, 01-Dec-2019 16:23:23, 829.933707, 740.448318, 500]
[B, 01-Dec-2019 16:23:23, 961.899143, 577.815610, 510]
[A, 01-Dec-2019 16:23:28, 838.543987, 749.281764, 500]
[B, 01-Dec-2019 16:23:28, 971.928285, 584.912777, 510]
[A, 01-Dec-2019 16:23:33, 847.154267, 758.115209, 500]
[B, 01-Dec-2019 16:23:33, 981.957428, 592.009943, 510]
[A, 01-Dec-2019 16:23:38, 855.764547, 766.948655, 500]
[B, 01-Dec-2019 16:23:38, 991.986571, 599.107110, 510]
